GENE	S_alburnoides%Sq_AA_rep1	S_alburnoides%Sq_AA_rep2	S_alburnoides_allo%Sq_PAA_rep1	S_alburnoides_allo%Sq_PAA_rep2	S_pyrenaicus%Sq_PP_rep1	S_pyrenaicus%Sq_PP_rep2
CVRK01012845.1	353	334	250	243	266	292
CVRK01012846.1	5	5	6	7	8	8
CVRK01012847.1	1738	1686	257	259	113	102
CVRK01012848.1	1	1	1	0	1	2
CVRK01012849.1	5	3	11	11	2	3
CVRK01012850.1	52	45	175	168	70	70
CVRK01012851.1	2872	2842	77	72	5	7
CVRK01012852.1	6	6	4	9	1	0
CVRK01012854.1	8	3	3	2	0	0
CVRK01012855.1	0	0	0	0	0	0
CVRK01012856.1	0	0	0	1	0	0
CVRK01012857.1	0	0	0	0	0	0
CVRK01012858.1	144	133	115	115	27	30
CVRK01012859.1	1	1	3	2	0	0
CVRK01012860.1	5	4	0	0	0	0
CVRK01012861.1	82	108	115	131	45	39
CVRK01012862.1	0	0	0	0	0	0
CVRK01012863.1	482	473	13	17	5	5
CVRK01012864.1	54	47	14	16	3	6
CVRK01012865.1	0	0	0	0	0	0
CVRK01012866.1	13	16	16	8	0	1
CVRK01012867.1	1	1	6	5	3	4
CVRK01012868.1	258	245	219	219	105	103
CVRK01012869.1	30	22	5	6	4	1
CVRK01012870.1	1	1	0	0	0	0
CVRK01012871.1	572	569	1830	1831	2599	2614
CVRK01012872.1	1	5	0	1	0	0
CVRK01012873.1	386	374	68	49	38	29
CVRK01012874.1	2010	1915	4453	4464	1941	1966
CVRK01012875.1	710	695	113	118	55	52
CVRK01012876.1	338	333	412	381	187	180
CVRK01012877.1	157	157	14	15	67	65
CVRK01012878.1	1761	1736	525	520	222	214
CVRK01012879.1	87	89	31	33	17	22
CVRK01012880.1	257	241	119	116	72	61
CVRK01012881.1	2657	2525	5196	5052	708	682
CVRK01012882.1	0	0	0	0	0	0
CVRK01012883.1	1	1	2	2	4	5
CVRK01012884.1	7	5	3	4	2	1
CVRK01012885.1	0	0	0	0	4	1
CVRK01012887.1	8	7	1	1	4	2
CVRK01012888.1	7	6	6	5	0	0
CVRK01012889.1	6770	6652	290	292	172	164
CVRK01012890.1	51	54	39	42	4	6
CVRK01012891.1	34	29	0	0	0	0
CVRK01012892.1	0	1	1	2	0	0
CVRK01012893.1	2	0	0	3	0	0
CVRK01012894.1	3260	3198	4733	4659	2082	2133
CVRK01012895.1	1315	1278	324	309	105	135
CVRK01012896.1	1	3	1	0	0	0
CVRK01012897.1	0	1	0	0	0	0
CVRK01012898.1	7	6	2	5	5	5
CVRK01012899.1	4	6	0	0	0	0
CVRK01012900.1	2	0	1	0	0	0
CVRK01012901.1	195	193	115	101	71	65
CVRK01012902.1	39	41	32	38	20	21
CVRK01012903.1	541	523	290	282	157	153
CVRK01012904.1	65	46	23	18	17	14
CVRK01012905.1	54	61	190	162	20	17
CVRK01012906.1	1	1	0	0	0	0
CVRK01012907.1	36	29	6	8	3	4
CVRK01012908.1	9	6	3	2	2	1
CVRK01012909.1	0	3	4	2	2	3
CVRK01012910.1	6	4	11	6	83	79
CVRK01012911.1	268	237	2510	2004	29	33
CVRK01012912.1	150	147	83	84	25	27
CVRK01012913.1	20	26	7	8	1	0
CVRK01012914.1	2	2	0	0	0	0
CVRK01012915.1	162	147	220	192	82	74
CVRK01012916.1	9	7	1	0	0	0
CVRK01012917.1	0	0	0	0	0	0
CVRK01012918.1	188	178	529	495	354	386
CVRK01012919.1	709	667	420	411	135	129
CVRK01012920.1	56	54	48	56	32	39
CVRK01012921.1	157	154	143	139	2	4
CVRK01012922.1	437	430	561	535	278	277
CVRK01012923.1	3342	3233	2832	2741	1323	1362
CVRK01012924.1	490	494	929	898	178	173
CVRK01012925.1	20	17	0	0	0	0
CVRK01012926.1	5215	5156	9103	9113	7495	7407
CVRK01012927.1	106	105	45	49	39	36
CVRK01012928.1	56	47	5	6	44	45
CVRK01012929.1	112	115	157	153	142	138
CVRK01012930.1	12	14	4	6	4	4
CVRK01012931.1	75	45	295	309	3	8
CVRK01012932.1	5	6	0	0	0	0
CVRK01012933.1	1	1	0	1	0	0
CVRK01012934.1	518	490	498	474	257	247
CVRK01012935.1	511	533	109	115	63	68
CVRK01012936.1	6	8	4	4	1	1
CVRK01012937.1	6	6	3	4	14	11
CVRK01012938.1	1	1	0	0	0	0
CVRK01012939.1	241	240	130	126	72	71
CVRK01012941.1	12	11	0	0	1	0
CVRK01012942.1	0	0	0	0	0	0
CVRK01012943.1	14	15	1	1	9	7
CVRK01012944.1	55	54	75	69	95	78
CVRK01012945.1	17	19	17	14	3	2
CVRK01012946.1	178	177	75	73	38	36
CVRK01012947.1	327	334	210	214	39	38
CVRK01012948.1	0	0	2	1	0	0
CVRK01012949.1	0	0	1	0	1	0
CVRK01012950.1	1	1	0	0	0	0
CVRK01012951.1	51	42	62	44	18	14
CVRK01012952.1	0	0	0	0	0	0
CVRK01012953.1	0	0	0	0	0	0
CVRK01012954.1	443	431	316	329	184	166
CVRK01012955.1	0	0	0	0	0	0
CVRK01012956.1	274	269	273	270	122	133
CVRK01012957.1	4	6	1	1	0	0
CVRK01012958.1	46	50	8	7	7	7
CVRK01012959.1	0	0	0	0	0	0
CVRK01012960.1	11	10	0	0	0	0
CVRK01012961.1	0	0	0	0	0	0
CVRK01012962.1	7003	6669	1999	1954	1528	1518
CVRK01012963.1	751	773	188	203	210	200
CVRK01012964.1	5	6	25	19	10	9
CVRK01012965.1	320	278	93	78	35	35
CVRK01012966.1	197	208	65	63	21	18
CVRK01012967.1	733	725	318	351	165	137
CVRK01012968.1	9064	8721	2539	2451	1716	1657
CVRK01012969.1	364	309	394	369	132	126
CVRK01012970.1	1	2	1	1	0	0
CVRK01012971.1	299	319	201	199	53	54
CVRK01012972.1	59	64	89	60	25	18
CVRK01012973.1	0	0	2	2	2	0
CVRK01012975.1	26	28	10	10	4	4
CVRK01012976.1	15	14	42	48	5	4
CVRK01012977.1	61	52	188	178	23	23
CVRK01012978.1	699	660	627	586	281	278
CVRK01012979.1	26	23	0	0	55	49
CVRK01012980.1	39	33	58	64	25	24
CVRK01012981.1	1	0	0	0	0	0
CVRK01012982.1	200	189	1	1	5	7
CVRK01012983.1	0	0	0	0	0	0
CVRK01012984.1	20	22	2	2	0	0
CVRK01012985.1	310	308	2508	2399	2106	2029
CVRK01012986.1	172	177	739	732	832	813
CVRK01012987.1	8	8	11	12	0	0
CVRK01012988.1	5835	5440	9142	8797	6184	5884
CVRK01012989.1	3492	3305	8627	8497	6130	6117
CVRK01012990.1	1640	1622	3707	3500	534	517
CVRK01012991.1	22	23	2	2	6	8
CVRK01012992.1	0	0	0	0	0	0
CVRK01012993.1	148	137	193	191	134	129
CVRK01012994.1	25	30	18	23	35	30
CVRK01012995.1	9	9	9	10	1	1
CVRK01012996.1	19	19	63	57	189	186
CVRK01012997.1	11	15	2	2	0	1
CVRK01012998.1	0	0	6	5	3	3
CVRK01012999.1	16	20	45	36	53	41
CVRK01013000.1	150	109	79	91	20	19
CVRK01013001.1	81	74	66	60	19	26
CVRK01013002.1	12	12	28	26	0	0
CVRK01013003.1	0	1	0	0	1	0
CVRK01013004.1	32	31	65	55	40	38
CVRK01013005.1	3	3	0	0	0	0
CVRK01013006.1	31	30	56	59	21	32
CVRK01013007.1	286	266	36	38	21	19
CVRK01013008.1	1	0	18	16	2	2
CVRK01013009.1	24	29	6	7	1	3
CVRK01013010.1	2	2	1	1	0	0
CVRK01013011.1	2215	2180	1289	1238	402	404
CVRK01013012.1	4	2	0	0	0	0
CVRK01013013.1	0	2	0	1	0	0
CVRK01013014.1	8	7	0	1	0	0
CVRK01013015.1	86	79	51	47	30	27
CVRK01013016.1	1	0	0	0	0	0
CVRK01013017.1	1	3	1	1	2	2
CVRK01013018.1	7077	6784	13895	13414	8586	8401
CVRK01013019.1	5551	5518	11511	11196	6892	6713
CVRK01013020.1	0	1	1	1	5	4
CVRK01013021.1	2192	2135	123	114	60	63
CVRK01013022.1	19	20	20	27	14	13
CVRK01013024.1	104	87	100	84	57	47
CVRK01013025.1	6	7	3	3	14	8
CVRK01013026.1	0	1	0	1	2	1
CVRK01013027.1	16900	16771	13327	13522	8227	8080
CVRK01013028.1	5	1	1	1	1	0
CVRK01013029.1	477	483	254	247	112	125
CVRK01013030.1	43	31	10	15	7	10
CVRK01013031.1	53	61	46	33	10	9
CVRK01013032.1	21	20	5	4	1	1
CVRK01013033.1	50	51	7	6	9	8
CVRK01013034.1	0	1	1	3	3	1
CVRK01013035.1	20208	19817	26899	26204	25331	25202
CVRK01013036.1	13	20	8	6	3	0
CVRK01013037.1	0	0	0	0	0	0
CVRK01013038.1	160	166	370	348	332	321
CVRK01013039.1	177	167	109	113	85	82
CVRK01013040.1	275	278	89	89	967	938
CVRK01013041.1	29	25	121	147	92	92
CVRK01013042.1	67	69	85	75	50	55
CVRK01013043.1	0	0	0	0	0	0
CVRK01013044.1	1	0	0	0	0	0
CVRK01013045.1	1	1	6	6	0	0
CVRK01013046.1	53	52	109	128	82	87
CVRK01013047.1	687	669	25	20	11	12
CVRK01013048.1	1	1	0	0	0	0
CVRK01013049.1	0	0	0	0	0	0
CVRK01013050.1	11	9	9	6	17	16
CVRK01013051.1	112	117	17	13	5	4
CVRK01013052.1	2706	2688	5428	5259	3653	3574
CVRK01013053.1	46	46	85	78	38	37
CVRK01013054.1	922	881	650	606	500	482
CVRK01013055.1	18	19	5	6	1	1
CVRK01013056.1	4	7	0	0	1	0
CVRK01013057.1	16	11	41	49	26	22
CVRK01013058.1	8	7	11	11	0	0
CVRK01013059.1	30	34	237	220	150	136
CVRK01013060.1	40	34	235	241	151	161
CVRK01013061.1	2	2	3	5	1	3
CVRK01013062.1	758	708	416	414	58	51
CVRK01013063.1	0	0	0	0	0	0
CVRK01013064.1	215	182	172	178	31	26
CVRK01013065.1	4	3	2	2	1	0
CVRK01013066.1	5	5	2	4	0	0
CVRK01013067.1	322	311	103	108	65	63
CVRK01013068.1	341	339	175	180	81	80
CVRK01013069.1	0	0	26	19	6	8
CVRK01013070.1	95	105	585	567	814	760
CVRK01013071.1	1	0	1	0	0	0
CVRK01013072.1	21	22	47	42	14	15
CVRK01013073.1	62	56	70	59	20	20
CVRK01013074.1	79	76	54	49	21	20
CVRK01013075.1	27	14	45	46	10	12
CVRK01013076.1	68	72	95	94	285	278
CVRK01013077.1	178	210	156	153	57	59
CVRK01013078.1	456	443	1344	1314	60	59
CVRK01013079.1	27	27	12	11	3	2
CVRK01013080.1	49	58	15	11	13	12
CVRK01013081.1	156	153	376	351	220	200
CVRK01013082.1	309	301	138	122	55	55
CVRK01013083.1	313	317	370	422	896	889
CVRK01013084.1	1886	1792	288	289	75	71
CVRK01013085.1	17	12	21	30	11	11
CVRK01013086.1	120	123	175	182	82	81
CVRK01013087.1	2453	2374	1917	1859	615	589
CVRK01013088.1	62	60	12	13	0	0
CVRK01013089.1	36	48	2	2	0	0
CVRK01013090.1	19	7	11	6	7	7
CVRK01013091.1	48	47	25	20	5	8
CVRK01013092.1	551	529	540	506	254	248
CVRK01013093.1	8	9	1	1	1	2
CVRK01013094.1	2	1	0	0	0	0
CVRK01013095.1	9	6	5	8	11	8
CVRK01013096.1	8	12	6	7	4	7
CVRK01013097.1	20	15	0	0	0	0
CVRK01013098.1	0	0	0	0	0	0
CVRK01013099.1	96	85	50	48	36	38
CVRK01013100.1	0	0	18	15	14	13
CVRK01013101.1	4755	4601	8593	8438	4787	4433
CVRK01013102.1	146	142	24	24	10	9
CVRK01013103.1	12	10	33	25	3	3
CVRK01013104.1	73	73	67	63	64	65
CVRK01013105.1	5	2	3	3	2	1
CVRK01013106.1	27	35	24	19	19	20
CVRK01013107.1	113	97	158	146	20	12
CVRK01013108.1	1576	1530	359	346	275	268
CVRK01013109.1	88	82	67	66	31	26
CVRK01013110.1	489	480	267	259	134	124
CVRK01013111.1	274	246	244	218	117	118
CVRK01013112.1	34	32	14	13	1	2
CVRK01013113.1	40	53	39	27	20	20
CVRK01013114.1	0	0	0	0	0	0
CVRK01013115.1	90	76	82	95	43	50
CVRK01013116.1	505	454	406	359	456	439
CVRK01013117.1	113	130	100	83	18	11
CVRK01013118.1	5242	5079	1406	1390	378	366
CVRK01013119.1	7	7	0	0	1	1
CVRK01013120.1	12	10	3	3	0	0
CVRK01013121.1	4071	3976	1877	1847	500	471
CVRK01013122.1	476	487	703	723	192	214
CVRK01013123.1	3933	3875	4760	4639	1488	1434
CVRK01013124.1	649	615	152	149	51	51
CVRK01013125.1	2729	2656	400	418	216	218
CVRK01013126.1	288	286	57	57	27	25
CVRK01013127.1	53	49	40	38	1	1
CVRK01013128.1	324	320	175	173	126	131
CVRK01013129.1	0	0	0	0	0	0
CVRK01013130.1	233	229	435	390	164	182
CVRK01013131.1	81	73	14	16	0	0
CVRK01013132.1	7	9	15	22	4	6
CVRK01013133.1	45	49	64	60	34	28
CVRK01013134.1	0	2	1	0	0	0
CVRK01013136.1	56	68	16	17	3	4
CVRK01013137.1	3	1	0	0	0	0
CVRK01013138.1	14	15	9	7	16	15
CVRK01013139.1	581	565	55	52	8	13
CVRK01013140.1	302	284	269	271	138	128
CVRK01013141.1	12	17	4	7	2	5
CVRK01013142.1	70	53	0	0	0	0
CVRK01013143.1	303	274	314	317	189	189
CVRK01013144.1	14	15	15	19	8	8
CVRK01013145.1	521	515	574	558	609	584
CVRK01013146.1	617	592	218	215	60	58
CVRK01013147.1	1	1	4	8	8	10
CVRK01013148.1	10	9	5	4	0	0
CVRK01013149.1	4	4	5	5	1	0
CVRK01013150.1	1	0	0	0	1	1
CVRK01013151.1	23	23	28	28	13	13
CVRK01013152.1	149	145	157	148	172	167
CVRK01013153.1	23	26	34	23	38	33
CVRK01013154.1	54	52	12	13	15	13
CVRK01013155.1	1	1	0	0	0	0
CVRK01013156.1	0	0	0	0	0	0
CVRK01013157.1	1	0	3	2	0	0
CVRK01013158.1	319	311	224	229	109	99
CVRK01013159.1	375	357	54	46	16	13
CVRK01013160.1	101	98	40	39	29	27
CVRK01013161.1	931	865	393	389	181	180
CVRK01013162.1	29	34	88	78	24	29
CVRK01013163.1	7034	6627	11605	11373	7442	7403
CVRK01013164.1	3012	3037	4580	4574	3442	3459
CVRK01013165.1	506	512	329	317	98	112
CVRK01013166.1	8052	7861	16047	15534	9106	8817
CVRK01013167.1	16422	16017	28667	27974	20526	20050
CVRK01013168.1	5	6	0	0	1	0
CVRK01013169.1	3	5	0	0	0	0
CVRK01013170.1	1053	1073	721	752	228	233
CVRK01013171.1	6060	5928	204	186	302	312
CVRK01013172.1	3313	3216	1025	986	504	489
CVRK01013173.1	3682	3568	826	821	562	555
CVRK01013174.1	20	21	0	0	0	0
CVRK01013175.1	108	96	44	47	23	19
CVRK01013176.1	59	44	0	0	0	0
CVRK01013177.1	328	311	645	635	343	323
CVRK01013178.1	87	87	673	664	343	336
CVRK01013179.1	62	59	9	9	4	5
CVRK01013180.1	979	950	2045	1999	565	555
CVRK01013181.1	335	340	269	257	56	65
CVRK01013182.1	21	18	29	28	1	0
CVRK01013183.1	1	1	0	0	0	0
CVRK01013184.1	65	66	91	86	152	150
CVRK01013185.1	59	58	22	24	11	13
CVRK01013186.1	33	24	12	13	6	5
CVRK01013187.1	0	1	0	0	0	0
CVRK01013189.1	27	17	16	27	21	23
CVRK01013190.1	246	237	105	104	57	57
CVRK01013191.1	1248	1232	1392	1360	373	369
CVRK01013192.1	11619	11236	30	29	657	638
CVRK01013193.1	6	7	2	2	0	0
CVRK01013194.1	335	322	112	120	25	21
CVRK01013195.1	2711	2652	2894	2821	2745	2718
CVRK01013196.1	1369	1323	3318	3242	2017	1942
CVRK01013197.1	42	41	44	35	18	12
CVRK01013198.1	160	177	66	73	28	20
CVRK01013199.1	1673	1663	198	191	76	74
CVRK01013201.1	240	227	137	133	42	39
CVRK01013202.1	289	245	21	31	8	4
CVRK01013203.1	43	44	23	24	29	26
CVRK01013204.1	0	0	0	0	0	0
CVRK01013205.1	2658	2547	1106	1066	964	944
CVRK01013206.1	39	34	50	46	8	7
CVRK01013207.1	12	8	8	8	4	4
CVRK01013208.1	16	22	20	24	25	22
CVRK01013209.1	32	30	5	4	2	2
CVRK01013210.1	66	59	57	46	43	34
CVRK01013211.1	36	34	17	17	2	1
CVRK01013212.1	2012	2037	1912	1887	844	821
CVRK01013213.1	405	387	267	265	129	138
CVRK01013214.1	153	155	169	181	137	148
CVRK01013215.1	338	300	26	31	3	10
CVRK01013216.1	0	0	0	0	0	0
CVRK01013217.1	1	0	0	0	0	0
CVRK01013218.1	193	195	162	177	191	188
CVRK01013219.1	11	11	2	2	0	0
CVRK01013220.1	4	3	0	0	0	0
CVRK01013221.1	724	705	414	409	259	256
CVRK01013222.1	106	106	307	288	3	4
CVRK01013223.1	256	237	368	351	117	112
CVRK01013224.1	282	273	230	227	62	64
CVRK01013225.1	153	149	66	68	32	35
CVRK01013226.1	97	100	37	30	25	23
CVRK01013227.1	4	2	3	1	2	2
CVRK01013228.1	1500	1455	1563	1511	946	924
CVRK01013229.1	6	7	0	0	0	0
CVRK01013230.1	184	178	199	197	108	107
CVRK01013231.1	64	61	2	2	0	0
CVRK01013232.1	73	67	32	31	45	41
CVRK01013233.1	503	504	20	17	4	3
CVRK01013234.1	107	104	103	93	39	37
CVRK01013235.1	77	70	57	52	39	34
CVRK01013236.1	1497	1412	661	655	611	597
CVRK01013237.1	12	15	39	38	6	10
CVRK01013238.1	162	156	294	279	256	251
CVRK01013239.1	174	152	111	116	124	113
CVRK01013240.1	576	580	455	433	567	540
CVRK01013241.1	324	332	178	163	76	78
CVRK01013242.1	362	358	172	167	95	103
CVRK01013243.1	4	3	2	3	1	3
CVRK01013244.1	694	661	521	493	188	177
CVRK01013245.1	18	15	4	3	0	0
CVRK01013246.1	252	253	270	253	177	182
CVRK01013247.1	121	113	59	52	35	37
CVRK01013248.1	127	127	28	30	16	14
CVRK01013249.1	15	9	0	2	1	1
CVRK01013250.1	178	169	115	109	45	42
CVRK01013251.1	301	297	392	393	280	274
CVRK01013252.1	510	478	232	212	157	147
CVRK01013253.1	543	496	288	284	106	120
CVRK01013254.1	15	16	7	7	0	1
CVRK01013255.1	25	25	0	0	0	0
CVRK01013256.1	318	316	206	192	64	61
CVRK01013257.1	44	48	21	34	6	7
CVRK01013258.1	824	790	335	321	166	156
CVRK01013259.1	189	186	56	49	25	26
CVRK01013260.1	207	200	490	502	430	387
CVRK01013261.1	787	765	387	387	56	59
CVRK01013262.1	681	657	616	600	338	324
CVRK01013263.1	11	10	0	0	0	0
CVRK01013264.1	51	54	15	14	7	4
CVRK01013265.1	1071	1044	735	698	367	352
CVRK01013266.1	61	58	85	64	251	262
CVRK01013267.1	202	197	303	292	268	267
CVRK01013268.1	711	690	1027	992	1274	1228
CVRK01013269.1	1	2	2	5	18	20
CVRK01013270.1	712	692	348	337	120	114
CVRK01013271.1	95	85	83	79	4	7
CVRK01013272.1	50	103	71	71	28	32
CVRK01013273.1	12	9	0	0	0	0
CVRK01013274.1	26	28	23	12	1	2
CVRK01013275.1	1674	1607	539	515	315	294
CVRK01013276.1	13	11	29	30	49	57
CVRK01013277.1	336	318	250	242	40	40
CVRK01013278.1	42	40	87	95	79	77
CVRK01013279.1	2	2	0	0	0	0
CVRK01013280.1	190	196	288	278	151	157
CVRK01013281.1	10	10	1	1	0	0
CVRK01013282.1	81	81	92	87	55	59
CVRK01013283.1	2879	2851	9395	9224	11934	11946
CVRK01013284.1	3	3	2	1	0	0
CVRK01013285.1	837	846	2975	2787	2962	2937
CVRK01013286.1	141	150	9	9	4	5
CVRK01013287.1	43	40	22	18	11	14
CVRK01013288.1	103	90	42	39	35	32
CVRK01013289.1	14	13	0	1	9	3
CVRK01013290.1	59	54	56	50	18	19
CVRK01013291.1	50	59	39	36	11	8
CVRK01013292.1	46	45	18	14	4	4
CVRK01013293.1	1050	1001	603	605	119	121
CVRK01013294.1	1859	1827	572	521	222	207
CVRK01013295.1	59	67	48	35	32	37
CVRK01013296.1	0	0	0	0	0	0
CVRK01013297.1	7	10	3	5	0	0
CVRK01013298.1	153	152	122	119	182	180
CVRK01013299.1	1	2	0	1	1	1
CVRK01013300.1	54	45	52	39	38	37
CVRK01013301.1	662	667	174	185	188	175
CVRK01013302.1	54	46	65	64	23	21
CVRK01013303.1	0	0	0	0	0	0
CVRK01013304.1	112	102	449	434	18	19
CVRK01013305.1	204	200	150	159	44	39
CVRK01013306.1	144	142	68	70	31	31
CVRK01013307.1	7	9	1	1	0	0
CVRK01013308.1	452	427	144	152	187	199
CVRK01013309.1	143	128	51	79	16	17
CVRK01013310.1	364	393	703	666	490	480
CVRK01013311.1	31	29	12	8	7	9
CVRK01013312.1	1	1	0	0	0	0
CVRK01013313.1	972	919	239	242	116	115
CVRK01013314.1	421	392	820	757	660	636
CVRK01013315.1	23	27	22	24	0	0
CVRK01013316.1	67	56	69	59	3	4
CVRK01013317.1	6	4	0	0	0	0
CVRK01013318.1	18	17	8	6	1	1
CVRK01013319.1	3	5	2	2	0	0
CVRK01013320.1	67	65	31	29	2	1
CVRK01013321.1	58	60	58	56	26	24
CVRK01013322.1	2	4	1	2	3	1
CVRK01013323.1	91	91	53	54	44	42
CVRK01013325.1	822	769	158	143	45	49
CVRK01013326.1	218	210	171	169	158	157
CVRK01013327.1	632	594	311	309	83	82
CVRK01013328.1	20854	20216	44	41	447	437
CVRK01013329.1	76	80	82	75	25	25
CVRK01013330.1	345	334	1131	1104	258	264
CVRK01013331.1	74	67	42	41	40	40
CVRK01013332.1	3	3	1	1	0	0
CVRK01013333.1	408	385	253	245	104	92
CVRK01013334.1	13	10	1	0	11	11
CVRK01013335.1	12	11	16	12	4	6
CVRK01013336.1	163	165	150	159	168	141
CVRK01013337.1	68	60	62	56	42	41
CVRK01013338.1	27	20	4	5	0	0
CVRK01013339.1	77	84	79	79	86	81
CVRK01013340.1	19	23	14	10	174	182
CVRK01013341.1	739	717	840	818	383	403
CVRK01013342.1	63	60	84	74	66	63
CVRK01013343.1	98	102	23	24	18	17
CVRK01013344.1	93	90	129	114	82	86
CVRK01013345.1	484	475	172	150	46	48
CVRK01013346.1	688	686	384	326	228	221
CVRK01013347.1	24	22	7	9	0	0
CVRK01013348.1	95	75	95	107	20	21
CVRK01013349.1	1	0	0	0	0	0
CVRK01013350.1	0	0	1	1	0	0
CVRK01013351.1	103	113	60	66	51	35
CVRK01013352.1	338	334	103	106	57	53
CVRK01013353.1	10	16	10	11	3	2
CVRK01013354.1	312	298	376	359	149	157
CVRK01013355.1	114	132	76	66	47	45
CVRK01013356.1	2	2	0	0	0	0
CVRK01013357.1	5	6	3	6	0	0
CVRK01013358.1	10	11	5	4	2	2
CVRK01013359.1	6	6	0	0	0	0
CVRK01013360.1	113	109	74	71	115	115
CVRK01013361.1	20	35	21	33	8	11
CVRK01013362.1	342	326	439	426	139	139
CVRK01013363.1	1	1	0	0	0	0
CVRK01013364.1	323	313	189	217	91	90
CVRK01013365.1	154	160	79	79	47	40
CVRK01013366.1	216	197	256	230	207	186
CVRK01013367.1	49	52	75	75	39	44
CVRK01013368.1	492	441	450	441	252	248
CVRK01013369.1	131	90	58	86	20	15
CVRK01013370.1	1	0	0	0	0	0
CVRK01013371.1	3	5	1	1	1	1
CVRK01013372.1	71	77	52	42	34	39
CVRK01013374.1	5	4	3	2	5	5
CVRK01013375.1	403	389	583	580	167	161
CVRK01013376.1	43	49	50	42	5	5
CVRK01013377.1	44	50	60	52	23	22
CVRK01013378.1	32	28	56	55	122	121
CVRK01013379.1	621	604	213	223	92	86
CVRK01013380.1	7	13	6	8	6	11
CVRK01013381.1	31	37	40	42	8	10
CVRK01013382.1	288	278	39	42	44	45
CVRK01013383.1	2305	2268	765	742	634	636
CVRK01013384.1	190	190	62	60	27	27
CVRK01013385.1	136	133	58	54	60	59
CVRK01013386.1	105	99	147	162	50	45
CVRK01013387.1	90	99	23	25	31	26
CVRK01013388.1	269	251	4	5	0	0
CVRK01013389.1	19	15	6	6	7	8
CVRK01013390.1	3	3	2	1	2	3
CVRK01013391.1	36	35	26	26	3	2
CVRK01013392.1	0	0	0	0	0	0
CVRK01013393.1	9	8	8	6	3	3
CVRK01013394.1	222	210	59	57	42	39
CVRK01013395.1	47	57	32	34	26	29
CVRK01013396.1	3	2	2	2	1	1
CVRK01013397.1	11	17	50	49	7	7
CVRK01013398.1	8	3	4	6	6	12
CVRK01013399.1	19	12	37	34	14	13
CVRK01013400.1	343	315	143	137	102	106
CVRK01013401.1	45	45	12	16	17	15
CVRK01013402.1	102	91	87	77	2	2
CVRK01013403.1	2	2	0	0	2	2
CVRK01013404.1	0	0	0	0	0	0
CVRK01013405.1	17	13	2	2	2	2
CVRK01013406.1	7	6	10	5	4	3
CVRK01013407.1	1	1	0	0	0	0
CVRK01013408.1	19	20	1	0	0	0
CVRK01013409.1	0	0	0	0	0	0
CVRK01013410.1	484	483	64	65	10	12
CVRK01013411.1	4	5	138	135	33	41
CVRK01013412.1	140	133	110	112	78	89
CVRK01013413.1	212	213	150	138	84	85
CVRK01013414.1	37	38	8	8	3	2
CVRK01013415.1	22	20	3	2	1	1
CVRK01013416.1	74	83	65	73	51	62
CVRK01013417.1	0	0	0	0	0	0
CVRK01013418.1	293	257	221	223	135	134
CVRK01013419.1	0	0	0	0	0	0
CVRK01013420.1	0	0	0	0	0	0
CVRK01013421.1	65	60	35	33	28	24
CVRK01013422.1	13	14	31	35	8	8
CVRK01013423.1	123	124	287	284	114	100
CVRK01013424.1	188	184	123	108	17	20
CVRK01013425.1	180	160	252	249	67	66
CVRK01013426.1	1	1	0	0	0	0
CVRK01013427.1	158	139	63	57	16	21
CVRK01013428.1	356	345	271	263	114	116
CVRK01013429.1	68	68	100	104	30	36
CVRK01013430.1	10	10	6	6	2	2
CVRK01013432.1	72	65	190	185	91	96
CVRK01013433.1	164	158	70	54	41	60
CVRK01013434.1	1960	1909	2118	2079	534	518
CVRK01013435.1	942	919	212	202	370	376
CVRK01013436.1	7	7	0	0	0	0
CVRK01013437.1	6	7	0	0	0	0
CVRK01013438.1	2	2	0	0	0	0
CVRK01013439.1	4	13	0	2	0	0
CVRK01013440.1	1	1	0	0	0	0
CVRK01013441.1	1	0	1	0	0	0
CVRK01013442.1	477	472	92	95	90	106
CVRK01013443.1	229	232	121	119	210	193
CVRK01013445.1	2	3	0	0	0	0
CVRK01013446.1	0	0	0	0	0	0
CVRK01013447.1	75	73	1	0	0	0
CVRK01013448.1	20	19	10	10	0	0
CVRK01013449.1	64	53	134	132	131	140
CVRK01013450.1	70	63	41	38	40	39
CVRK01013451.1	149	136	229	222	110	115
CVRK01013452.1	9	6	9	9	1	2
CVRK01013453.1	40	47	39	45	8	6
CVRK01013454.1	241	257	111	115	45	45
CVRK01013455.1	1	2	0	0	0	0
CVRK01013456.1	111	104	39	32	34	41
CVRK01013457.1	0	1	2	0	0	0
CVRK01013458.1	236	234	140	148	66	90
CVRK01013459.1	1237	1222	548	531	298	290
CVRK01013460.1	678	655	914	878	671	657
CVRK01013461.1	0	0	1	1	1	1
CVRK01013462.1	99	97	113	108	145	146
CVRK01013463.1	7	7	2	4	0	1
CVRK01013464.1	303	317	91	87	239	242
CVRK01013465.1	15	16	2	5	15	8
CVRK01013466.1	442	416	82	86	15	11
CVRK01013467.1	2	1	3	3	0	1
CVRK01013468.1	8	11	8	12	6	2
CVRK01013469.1	580	557	1148	1092	891	849
CVRK01013470.1	33	23	6	6	3	2
CVRK01013471.1	40	36	26	24	8	10
CVRK01013472.1	77	72	117	112	81	71
CVRK01013473.1	493	486	940	921	627	599
CVRK01013474.1	1	1	0	0	0	0
CVRK01013475.1	128	122	60	59	30	26
